,0,1,2,3,4,5,6,7
0,-0.979805566,464.7915344,0.414939859,137.352377,-14225427103,3.34E+12,0.529012631,110.5719398
1,0.186274485,198.5197159,0.500630248,121.8282325,-2857309.612,697080871.4,0.53713165,112.9232053
2,0.097256128,215.3312995,0.503791048,118.3606135,0.334673511,158.7001827,0.496418934,120.1190823
3,0.195452738,191.8292241,0.455676501,129.7837422,-57430698974,1.37E+13,0.458566683,129.0946324
4,0.452218495,132.9367924,0.512708225,118.2570148,-118433204,28741624628,0.534966612,112.8553016
5,0.352343137,159.7234989,0.460328338,133.0924616,-950682269.1,2.34E+11,0.514024317,119.850095
6,0.245665213,179.6300137,0.292362009,168.5100889,-54242085144,1.29E+13,0.478614493,124.157718
7,0.288880889,171.0365095,0.377032838,149.834433,0.428261995,137.5129301,0.515140985,116.6170226
8,0.385343051,149.9901712,0.483052395,126.1468856,-137793.9507,33625078.64,0.55941495,107.5126984
9,0.267010214,174.3742738,0.400277291,142.6707629,-3556819.267,846148150.1,0.526833978,112.5636169
10,-0.411789671,343.0766197,0.483286236,125.5657377,-1577366.812,383313483.5,0.526783867,114.995452
11,0.444396435,130.8958175,0.531265952,110.4300444,-41414175850,9.76E+12,0.513385133,114.6426243
12,0.422806558,138.3283766,0.50506245,118.6151866,-12161777.47,2914653821,0.510230634,117.3765957
13,0.230978866,188.3904774,0.380983338,151.6432245,-1.01E+12,2.49E+14,0.53035177,115.051785
14,0.069676633,218.2015254,0.49263039,119.0003678,-12157348247,2.85E+12,0.482269647,121.4304151
,,,,,,,,
,0.149696316,203.8037233,0.452935141,131.4060782,0.381467753,0.066177052,0.514209752,116.6508123
