,0,1,2,3,4,5,6,7
1,0.323425568,62.99761535,0.439253659,52.21255875,0.227367012,71.94187874,0.4383195,52.29954075
2,0.292423164,65.91376103,0.422453495,53.8008883,0.163054831,77.96496594,0.444914081,51.70859013
3,0.278469913,67.08725722,0.438585877,52.19981033,0.316719956,63.53080063,0.456139798,50.56766163
5,0.325760463,62.83151453,0.429166364,53.19525171,0.33406953,62.05720328,0.435545679,52.60077154
6,0.278927562,67.18214131,0.423711575,53.69265052,0.251264605,69.75949223,0.435057255,52.63557635
7,0.354279959,60.06173206,0.446774651,51.45832647,0.367839984,58.80044461,0.450146683,51.1446765
8,0.396389969,56.19118269,0.446848328,51.49392001,0.374775068,58.20335411,0.438291184,52.29052052
9,0.3141811,63.89624098,0.428940782,53.20433341,0.320386595,63.3180886,0.444266515,51.77646852
10,0.177892992,76.54883857,0.447765652,51.42018926,0.243586328,70.43193587,0.439480863,52.19161072
11,0.279177958,67.11911661,0.431411237,52.94396291,0.289115896,66.19374864,0.432880353,52.80716667
,,,,,,,,
,,,,,,,,
,0.285859533,66.49397757,0.429268496,53.14124099,-0.010276812,94.06701229,0.438303486,52.29995736
,0.054695229,5.096358208,0.009159666,0.876847906,0.063643332,5.943495538,0.006958077,0.674184678
